num_cast,genders_0_cast,runtime_to_mean_year,budget_to_mean_year,log_budget,genders_1_cast,genders_2_cast,num_crew,genders_0_crew,genders_1_crew,genders_2_crew,tagline_word_count,overview_word_count,title_word_count,has_homepage,popularity,runtime,release_year,release_month,release_dayofweek,num_genres,popularity2,rating,totalVotes,isOriginalLanguageEng,budget_runtime_ratio,budget_popularity_ratio,budget_year_ratio,budget_popularity2_ratio,production_countries_count,production_companies_count,mean_pop1_bud,mean_pop2_bud,mean_year_bud,mean_pop1_rate,mean_pop2_rate,mean_rate_tV,dep_Directing_num,dep_Writing_num,dep_Production_num,dep_Sound_num,dep_Camera_num,dep_Editing_num,dep_Art_num,dep_Costume___Make_Up_num,dep_Crew_num,dep_Lighting_num,dep_Visual_Effects_num,dep_Actors_num,job_Animation_num,__genre____Animation__,__genre____Family__,__genre____Foreign__,__genre____Fantasy__,__genre____Adventure__,__genre____Thriller__,__genre____Romance__,__genre____Crime__,__genre____Science_Fiction__,__genre____Mystery__,__genre____War__,__genre____Horror__,__genre____Drama__,__genre____Documentary__,__genre____Western__,__genre____Action__,__genre____Music__,__genre____Comedy__,__genre____History__,__original_language____af__,__original_language____ar__,__original_language____bm__,__original_language____bn__,__original_language____ca__,__original_language____cn__,__original_language____cs__,__original_language____da__,__original_language____de__,__original_language____el__,__original_language____en__,__original_language____es__,__original_language____fa__,__original_language____fi__,__original_language____fr__,__original_language____he__,__original_language____hi__,__original_language____hu__,__original_language____id__,__original_language____is__,__original_language____it__,__original_language____ja__,__original_language____ka__,__original_language____kn__,__original_language____ko__,__original_language____ml__,__original_language____mr__,__original_language____nb__,__original_language____nl__,__original_language____no__,__original_language____pl__,__original_language____pt__,__original_language____ro__,__original_language____ru__,__original_language____sr__,__original_language____sv__,__original_language____ta__,__original_language____te__,__original_language____th__,__original_language____tr__,__original_language____ur__,__original_language____vi__,__original_language____xx__,__original_language____zh__,__production_companies____Paramount_Pictures__,__production_companies____Columbia_Pictures__,__production_companies____Touchstone_Pictures__,__production_companies____Warner_Bros___,__production_companies____Columbia_Pictures_Corporation__,__production_companies____Metro_Goldwyn_Mayer__MGM___,__production_companies____Universal_Pictures__,__production_companies____New_Line_Cinema__,__production_companies____Twentieth_Century_Fox_Film_Corporation__,__production_companies____Walt_Disney_Pictures__,__production_companies____small__,__production_countries____Japan__,__production_countries____Canada__,__production_countries____Germany__,__production_countries____United_States_of_America__,__production_countries____France__,__production_countries____Spain__,__production_countries____United_Kingdom__,__production_countries____India__,__production_countries____Russia__,__production_countries____Italy__,__production_countries____Australia__,__production_countries____small__,revenue
37,13,1.0681354549163606,0.16642811969510368,13.815511557963774,4,20,31,12,2,17,7,54,1,0,14.774066,119.0,1976,11,6,1,22.44,7.7,3388.0,1,8403.361344537816,67686.17386709928,506.07287449392715,44563.2798573975,1,1,1000000.0,1000000.0,6008600.0,7.7,7.7,2291.953703703704,4,1,6,3,3,4,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.57969228775781
14,1,0.9562641575187314,0.0,0.0,1,12,2,1,0,1,2,50,8,0,10.54375,98.0,1987,7,4,1,6.332,5.4,102.0,1,0.0,0.0,0.0,0.0,1,4,0.0,5133333.333333333,6779732.205357143,5.4,5.833333333333333,461.7837837837838,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.935318648253194
40,3,1.1322010155839608,0.4629586515953664,16.52356082573315,22,15,109,66,15,28,2,26,2,1,20.726578,122.0,1999,9,2,1,16.217,8.0,6016.0,1,122950.81967213115,723708.4674566154,7503.751875937969,924955.293827465,1,2,15000000.0,15000000.0,32400301.72955975,8.0,8.0,2292.6101694915255,5,3,11,19,7,8,11,11,23,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.691274093623488
59,3,1.0863272869124243,1.7999277232604691,17.78580249038432,18,38,18,2,3,13,8,23,2,0,13.314233,118.0,2005,3,4,2,7.968,5.4,429.0,1,449152.5423728814,3980702.4557854743,26433.915211970074,6651606.425702811,1,4,53000000.0,53000000.0,29445626.79661017,5.4,5.4,461.7837837837838,1,2,7,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,1,0,0,0,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.371764800373036
23,0,1.3647542922007283,3.5195530072106025,18.440483381052466,8,15,156,109,9,38,9,33,2,0,20.666063,145.0,2002,6,3,4,16.768,7.3,4272.0,1,703448.275862069,4935628.039070625,50949.05094905095,6083015.267175572,1,7,102000000.0,102000000.0,28980952.91959799,7.3,7.3,1365.6009852216748,4,4,21,17,15,6,19,14,36,7,13,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.69708469770741
13,9,0.9094307249218702,0.017957519116025868,13.122365377402328,0,4,25,24,0,1,13,53,1,1,1.018477,97.0,2010,10,2,3,1.797,5.9,22.0,0,5154.639175257732,490929.10296452447,248.75621890547265,278241.5136338342,1,1,500000.0,4833333.333333333,27843489.78104575,5.9,5.566666666666666,634.063122923588,1,4,2,4,3,2,1,3,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.293304824724492
24,6,0.782523893114882,0.8829834114107962,17.073607134447293,10,8,35,16,10,9,3,101,2,0,6.336927,85.0,2005,8,3,2,7.798,6.2,807.0,1,305882.35294117645,4102935.066160617,12967.581047381545,3334188.253398307,1,3,26000000.0,20500000.0,29445626.79661017,6.2,6.1,780.9783950617284,2,1,8,1,1,3,4,14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.87408637811931
19,6,1.0203045685279188,0.0,0.0,6,7,31,24,3,4,10,50,3,0,4.183558,111.0,2013,12,2,2,6.02,6.0,108.0,1,0.0,0.0,0.0,0.0,1,4,0.0,0.0,26870422.958208956,6.0,6.0,657.8962962962963,1,2,5,6,1,1,7,3,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.025978107156048
23,10,0.9084989197577823,0.28549382654867983,15.894952224644102,7,6,2,0,0,2,5,53,2,0,6.496259,96.0,2011,2,2,2,6.582,6.3,348.0,1,83333.33333333333,1231477.9937191543,3978.120338140229,1215436.0376785172,3,4,8000000.0,16500000.0,28021621.681672025,6.3,6.0,777.396923076923,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,14.374816583642607
10,2,0.8009362200117027,1.0867488140440569,17.281246492014,2,6,17,8,0,9,10,52,2,0,11.359659,87.0,2005,8,1,3,21.022,6.2,1651.0,1,367816.091954023,2816985.9676245563,15960.099750623442,1522214.8225668347,1,7,32000000.0,32000000.0,29445626.79661017,6.2,6.2,780.9783950617284,2,4,6,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.260132107446047
20,2,1.2176485087503082,2.8999476765493295,18.197537205138154,6,12,120,90,5,25,3,47,3,0,12.000579,130.0,1998,4,4,3,10.819,5.2,584.0,1,615384.6153846154,6666345.015519667,40040.04004004004,7394398.742952213,1,4,80000000.0,80000000.0,27586704.63157895,5.2,5.2,353.126213592233,5,3,23,16,7,4,13,9,25,4,11,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,1,0,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.729336992463118
16,10,0.8814568619304806,0.5525203587259045,15.201805169084134,3,3,11,2,1,8,9,39,5,0,7.99229,95.0,1982,8,4,2,9.533,5.7,480.0,1,42105.26315789474,500482.3398550353,2018.1634712411706,419595.0907374384,1,2,4000000.0,27000000.0,7239552.23880597,5.7,5.85,584.1039603960396,1,5,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.418016649695787
30,12,1.0867762248502535,0.0,0.0,5,13,19,4,1,14,4,32,1,1,7.820787,116.0,2012,7,5,2,6.947,5.8,577.0,1,0.0,0.0,0.0,0.0,1,3,0.0,0.0,26252050.15081967,5.8,5.8,599.1287878787879,10,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.516379492941743
19,3,0.870644798101208,0.0,0.0,5,11,10,6,1,3,4,124,1,1,1.323333,92.0,2011,9,4,3,2.04,5.0,15.0,1,0.0,0.0,0.0,0.0,1,3,0.0,0.0,28021621.681672025,5.0,5.35,282.873417721519,1,2,3,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.741674256373525
13,2,0.8091282187065598,0.0,0.0,5,6,10,2,3,5,13,35,2,1,7.434577,87.0,2006,9,5,2,5.031,5.7,298.0,1,0.0,0.0,0.0,0.0,1,2,0.0,5500000.0,26655449.14946619,5.7,6.166666666666667,584.1039603960396,1,1,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.414437018146035
15,6,0.8843592007062033,0.0,0.0,4,5,14,6,2,6,7,80,2,0,1.252367,95.0,1992,10,4,4,3.434,5.4,50.0,1,0.0,0.0,0.0,0.0,2,4,0.0,0.0,13241427.396551725,5.4,5.4,461.7837837837838,1,2,4,1,1,1,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0,3,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.944150989797505
6,0,1.0122895917059818,0.3715748259879402,16.118095750958314,2,4,18,2,8,8,7,22,3,0,4.305735,110.0,1997,9,0,4,6.732,7.1,110.0,1,90909.09090909091,2322483.8500279277,5007.51126690035,1485442.66191325,1,4,10000000.0,10000000.0,26912479.80379747,7.1,7.1,1243.294776119403,2,1,7,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.44272163989704
24,6,0.8548497736314995,0.4093720451333455,16.213405921671733,11,7,15,10,2,3,5,92,2,0,10.841891,93.0,2013,9,5,3,9.716,6.7,1095.0,1,118279.56989247311,1014583.1571263721,5464.48087431694,1132153.1494442157,2,3,11000000.0,11000000.0,26870422.958208956,6.7,6.7,893.0521172638437,1,3,6,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,15.87564197854684
33,5,0.8143058823529411,0.8805926196822941,15.607270193858982,1,27,18,15,0,3,8,31,4,0,6.759181,84.0,1986,8,4,1,8.685,7.0,192.0,1,71428.57142857143,887681.5105262013,3021.1480362537764,690846.2867012089,1,4,6000000.0,23000000.0,6813593.330097088,7.0,6.05,805.8253275109171,1,1,13,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.581892046457524
11,1,0.8376767724542401,1.5527439737693836,17.622173069956816,4,6,8,2,1,5,14,79,2,0,7.81862,89.0,2002,4,6,4,8.175,6.1,466.0,1,505617.9775280899,5755491.3782739155,22477.522477522478,5504587.155963303,1,1,45000000.0,42500000.0,28980952.91959799,6.1,5.75,752.3543046357615,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.36871106297223
